Building Engine...
Starting Main Loop
         253430411 function calls (250898655 primitive calls) in 169.245 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4863(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4834(_makeTags)
      502    0.001    0.000    0.002    0.000 component_entity_physics.py:78(__init__)
      502    0.001    0.000    0.002    0.000 behavior_states.py:238(__init__)
      502    0.001    0.000    0.002    0.000 component_entity_sprite.py:129(__init__)
        1    0.000    0.000    0.002    0.002 bz2.py:5(<module>)
        1    0.000    0.000    0.002    0.002 decimal.py:2(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
      502    0.001    0.000    0.002    0.000 behavior_states.py:348(__init__)
     2000    0.001    0.000    0.002    0.000 utility.py:70(__init__)
      471    0.001    0.000    0.002    0.000 copy.py:268(_reconstruct)
       41    0.000    0.000    0.002    0.000 __init__.py:1503(_has)
       15    0.000    0.000    0.002    0.000 __init__.py:302(loads)
       41    0.000    0.000    0.002    0.000 genericpath.py:16(exists)
       78    0.000    0.000    0.002    0.000 traceback.py:279(line)
      258    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
       15    0.000    0.000    0.002    0.000 decoder.py:334(decode)
      430    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
       28    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
     3005    0.002    0.000    0.002    0.000 utility.py:5(__init__)
       82    0.000    0.000    0.002    0.000 __init__.py:1954(<genexpr>)
        1    0.000    0.000    0.002    0.002 __init__.py:2149(declare_namespace)
        1    0.000    0.000    0.002    0.002 xmlreader.py:2(<module>)
     7404    0.002    0.000    0.002    0.000 {method 'clear' of 'list' objects}
      502    0.000    0.000    0.002    0.000 behavior_states.py:255(__init__)
       78    0.000    0.000    0.002    0.000 linecache.py:15(getline)
       15    0.002    0.000    0.002    0.000 decoder.py:345(raw_decode)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
        1    0.000    0.000    0.002    0.002 result.py:1(<module>)
      267    0.000    0.000    0.002    0.000 enum.py:795(__or__)
      112    0.000    0.000    0.002    0.000 version.py:74(__init__)
      503    0.001    0.000    0.002    0.000 component_entity_behavior.py:110(__init__)
     5020    0.002    0.000    0.002    0.000 behavior_states_base.py:82(resetTimer)
        1    0.000    0.000    0.002    0.002 sprite.py:67(<module>)
       78    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
     1005    0.001    0.000    0.002    0.000 component_entity_behavior.py:10(__init__)
       33    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
        1    0.000    0.000    0.002    0.002 polynomial.py:57(<module>)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
      664    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:78(acquire)
       24    0.000    0.000    0.002    0.000 __init__.py:2182(fixup_namespace_packages)
      147    0.001    0.000    0.002    0.000 ntpath.py:200(split)
     3512    0.002    0.000    0.002    0.000 component_scene_tilemap.py:419(convertGidToXY)
        1    0.000    0.000    0.002    0.002 specifiers.py:214(LegacySpecifier)
        7    0.000    0.000    0.002    0.000 enum.py:364(_create_)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
        1    0.000    0.000    0.002    0.002 string.py:65(__init__)
      112    0.001    0.000    0.002    0.000 version.py:131(_legacy_cmpkey)
        1    0.000    0.000    0.002    0.002 fftpack.py:32(<module>)
      503    0.001    0.000    0.002    0.000 component_entity_physics.py:292(__init__)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
       26    0.000    0.000    0.002    0.000 linecache.py:53(checkcache)
     2468    0.002    0.000    0.002    0.000 debug.py:40(isActive)
     2931    0.001    0.000    0.002    0.000 sre_parse.py:248(match)
        1    0.000    0.000    0.002    0.002 signals.py:1(<module>)
     5674    0.002    0.000    0.002    0.000 {method 'rstrip' of 'str' objects}
     4936    0.002    0.000    0.002    0.000 component_scene_panorama.py:248(getImageCoordinates)
        5    0.000    0.000    0.001    0.000 render.py:141(createSceneLayer)
        5    0.000    0.000    0.001    0.000 scene_layer.py:11(createSceneLayer)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1780(__add__)
        1    0.000    0.000    0.001    0.001 appdirs.py:9(<module>)
      502    0.001    0.000    0.001    0.000 behavior_states.py:365(__init__)
        5    0.000    0.000    0.001    0.000 scene_layer.py:67(__init__)
     6024    0.001    0.000    0.001    0.000 component_system.py:77(deactivate)
        1    0.000    0.000    0.001    0.001 debug.py:1(<module>)
        5    0.000    0.000    0.001    0.000 scene_layer.py:30(__init__)
        5    0.000    0.000    0.001    0.000 scene_layer.py:82(_initializePtrPool)
      134    0.001    0.000    0.001    0.000 pyparsing.py:3219(__init__)
        5    0.000    0.000    0.001    0.000 utility.py:178(__init__)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4722(srange)
        5    0.000    0.000    0.001    0.000 utility.py:118(__init__)
        5    0.001    0.000    0.001    0.000 utility.py:133(_initializePtrPool)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
      856    0.001    0.000    0.001    0.000 __init__.py:1968(dist_factory)
       49    0.000    0.000    0.001    0.000 pyparsing.py:1907(__or__)
      503    0.001    0.000    0.001    0.000 component_entity_behavior.py:126(initialize)
      664    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
      293    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.001    0.001 _internal.py:6(<module>)
        5    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
      275    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:318(__exit__)
       26    0.000    0.000    0.001    0.000 abc.py:132(__new__)
        2    0.000    0.000    0.001    0.001 pyparsing.py:1571(parseString)
       49    0.001    0.000    0.001    0.000 pyparsing.py:3499(__init__)
        1    0.000    0.000    0.001    0.001 component_entity_sprite.py:1(<module>)
      987    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      382    0.001    0.000    0.001    0.000 ntpath.py:122(splitdrive)
     7028    0.001    0.000    0.001    0.000 component_system.py:74(activate)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3349(__init__)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:24(<module>)
      111    0.000    0.000    0.001    0.000 ntpath.py:75(join)
        1    0.000    0.000    0.001    0.001 component_entity_physics.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
      793    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x59E737B8}
      258    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
     6024    0.001    0.000    0.001    0.000 component_entity_sprite.py:48(updateBehaviorState)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
     2468    0.001    0.000    0.001    0.000 debug.py:37(update)
       15    0.001    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      503    0.001    0.000    0.001    0.000 event_handler.py:49(__init__)
     2776    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
     1194    0.001    0.000    0.001    0.000 {built-in method builtins.any}
    106/2    0.000    0.000    0.001    0.001 pyparsing.py:1347(_parseNoCache)
     10/2    0.000    0.000    0.001    0.001 pyparsing.py:3356(parseImpl)
        1    0.000    0.000    0.001    0.001 base64mime.py:25(<module>)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
      294    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
       43    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
      593    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
      503    0.000    0.000    0.001    0.000 component_entity_physics.py:376(setPosition)
        1    0.000    0.000    0.001    0.001 __init__.py:4(<module>)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:3(<module>)
      337    0.001    0.000    0.001    0.000 pyparsing.py:1121(__init__)
        1    0.000    0.000    0.001    0.001 type_check.py:3(<module>)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
      474    0.000    0.000    0.001    0.000 version.py:114(_parse_version_parts)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
       43    0.001    0.000    0.001    0.000 {built-in method _imp.exec_dynamic}
       76    0.000    0.000    0.001    0.000 ntpath.py:241(dirname)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:728(create_module)
       99    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
      396    0.001    0.000    0.001    0.000 sre_compile.py:388(_simple)
     4936    0.001    0.000    0.001    0.000 component_scene_panorama.py:251(getScreenCoordinates)
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:3696(parseImpl)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3818(parseImpl)
      151    0.000    0.000    0.001    0.000 enum.py:70(__setitem__)
       17    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.001    0.001 behavior_states.py:1(<module>)
        1    0.000    0.000    0.001    0.001 getlimits.py:96(_register_known_types)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:3506(parseImpl)
     1503    0.001    0.000    0.001    0.000 sre_parse.py:171(append)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
     1275    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
      503    0.000    0.000    0.001    0.000 component_entity_physics.py:384(setVelocity)
       59    0.000    0.000    0.001    0.000 __init__.py:1462(_fn)
        1    0.000    0.000    0.001    0.001 input_handler.py:2(<module>)
     2238    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.001    0.001 __init__.py:2288(EntryPoint)
     1004    0.000    0.000    0.001    0.000 behavior_states_base.py:93(enter)
      503    0.000    0.000    0.001    0.000 component_entity_physics.py:392(setAcceleration)
       53    0.000    0.000    0.001    0.000 sre_compile.py:376(_mk_bitmap)
      503    0.000    0.000    0.001    0.000 component_entity_physics.py:400(setOrientation)
        6    0.000    0.000    0.001    0.000 enum.py:623(<listcomp>)
     1005    0.001    0.000    0.001    0.000 component_entity_behavior.py:22(getBehaviorId)
        3    0.000    0.000    0.001    0.000 component_scene_tilemap.py:271(setTileGroundHeight)
     3514    0.001    0.000    0.001    0.000 component_entity_sprite.py:44(setParticlePtr)
      471    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
     3799    0.001    0.000    0.001    0.000 component_system.py:64(setInScene)
      436    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
       48    0.000    0.000    0.001    0.000 ntpath.py:234(basename)
  852/811    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
       44    0.000    0.000    0.001    0.000 core.py:146(get_object_signature)
     5020    0.001    0.000    0.001    0.000 behavior_states_base.py:96(exit)
     1789    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
       82    0.000    0.000    0.001    0.000 pyparsing.py:3678(__init__)
        1    0.000    0.000    0.001    0.001 sndarray.py:45(<module>)
      965    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     3514    0.001    0.000    0.001    0.000 component_system.py:130(getEntityId)
     3514    0.001    0.000    0.001    0.000 component_entity_sprite.py:71(getFrameTimesMs)
       24    0.000    0.000    0.001    0.000 __init__.py:2711(insert_on)
        6    0.000    0.000    0.001    0.000 getlimits.py:37(__init__)
      293    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4640(originalTextFor)
       17    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
     1425    0.000    0.000    0.001    0.000 sre_parse.py:159(__len__)
      503    0.000    0.000    0.001    0.000 component_entity_physics.py:307(setPosition)
       26    0.000    0.000    0.001    0.000 core.py:6567(__init__)
      750    0.000    0.000    0.001    0.000 {built-in method builtins.setattr}
       53    0.000    0.000    0.001    0.000 core.py:892(__init__)
      227    0.001    0.000    0.001    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
       26    0.000    0.000    0.001    0.000 core.py:6572(getdoc)
      112    0.000    0.000    0.001    0.000 version.py:343(_cmpkey)
        2    0.000    0.000    0.001    0.000 resource_management_entity.py:81(createResourceDataCollection)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
       16    0.000    0.000    0.001    0.000 pyparsing.py:1181(setResultsName)
       96    0.000    0.000    0.001    0.000 ntpath.py:223(splitext)
      430    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
      989    0.000    0.000    0.001    0.000 sre_compile.py:102(fixup)
        1    0.000    0.000    0.001    0.001 zipfile.py:5(<module>)
       10    0.000    0.000    0.001    0.000 abc.py:151(register)
     4016    0.001    0.000    0.001    0.000 behavior_states.py:342(enter)
        9    0.000    0.000    0.001    0.000 enum.py:758(_missing_)
      850    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:847(__exit__)
       52    0.000    0.000    0.001    0.000 re.py:184(sub)
        1    0.001    0.001    0.001    0.001 <string>:5(Mismatch)
     3799    0.001    0.000    0.001    0.000 component_system.py:68(isInScene)
        9    0.000    0.000    0.001    0.000 enum.py:765(_create_pseudo_member_)
    30/11    0.000    0.000    0.001    0.000 abc.py:196(__subclasscheck__)
      164    0.000    0.000    0.001    0.000 sre_parse.py:294(_class_escape)
      503    0.000    0.000    0.001    0.000 component_entity_physics.py:514(getParticlePtrs)
        1    0.000    0.000    0.001    0.001 argparse.py:62(<module>)
       48    0.000    0.000    0.000    0.000 __init__.py:677(add)
      485    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
      566    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
     1129    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
     3023    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
       62    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
        9    0.000    0.000    0.000    0.000 enum.py:837(_decompose)
        1    0.000    0.000    0.000    0.000 __init__.py:1579(MemoizedZipManifests)
     1425    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
      503    0.000    0.000    0.000    0.000 component_entity_behavior.py:306(getBehaviorStates)
      503    0.000    0.000    0.000    0.000 component_entity_sprite.py:251(getSceneComponents)
      290    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:707(find_spec)
      503    0.000    0.000    0.000    0.000 component_entity_physics.py:311(setVelocity)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2822(__init__)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2371(__init__)
      121    0.000    0.000    0.000    0.000 pyparsing.py:2327(__init__)
     1460    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.000    0.000 builder.py:48(buildInputManager)
      850    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:843(__enter__)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
      195    0.000    0.000    0.000    0.000 enum.py:351(__setattr__)
        1    0.000    0.000    0.000    0.000 pkgdata.py:34(getResource)
        1    0.000    0.000    0.000    0.000 glob.py:9(glob)
      154    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      503    0.000    0.000    0.000    0.000 component_entity_physics.py:315(setAcceleration)
        2    0.000    0.000    0.000    0.000 glob.py:39(_iglob)
      503    0.000    0.000    0.000    0.000 component_entity_physics.py:319(setOrientation)
     1006    0.000    0.000    0.000    0.000 component_system.py:10(getSceneComponents)
       14    0.000    0.000    0.000    0.000 pyparsing.py:1985(__call__)
     1832    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
     1451    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        3    0.000    0.000    0.000    0.000 input_handler.py:11(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
     20/4    0.000    0.000    0.000    0.000 pyparsing.py:3278(streamline)
       48    0.000    0.000    0.000    0.000 __init__.py:1309(safe_name)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
        2    0.000    0.000    0.000    0.000 resource_management_entity.py:131(createPhysicsResourceData)
       64    0.000    0.000    0.000    0.000 version.py:236(__str__)
        2    0.000    0.000    0.000    0.000 resource_management_entity.py:145(createBehaviorResourceData)
       96    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
       53    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
      513    0.000    0.000    0.000    0.000 resource_management.py:119(createElementId)
      102    0.000    0.000    0.000    0.000 re.py:169(match)
        1    0.000    0.000    0.000    0.000 glob.py:79(_glob1)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4189(__init__)
      206    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
      116    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
      209    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       39    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
     1832    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       42    0.000    0.000    0.000    0.000 functools.py:44(update_wrapper)
        1    0.000    0.000    0.000    0.000 polynomial.py:4(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3312(setResultsName)
      442    0.000    0.000    0.000    0.000 __init__.py:2226(_normalize_cached)
      503    0.000    0.000    0.000    0.000 component_entity_physics.py:300(initialize)
        1    0.000    0.000    0.000    0.000 event_handler.py:1(<module>)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6819(add_newdoc_for_scalar_type)
      471    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        4    0.000    0.000    0.000    0.000 core.py:123(doc_note)
        1    0.000    0.000    0.000    0.000 resource_management_entity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2841(DistInfoDistribution)
     2013    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       99    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3721(streamline)
      531    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
        8    0.000    0.000    0.000    0.000 enum.py:855(<listcomp>)
      215    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        4    0.000    0.000    0.000    0.000 re.py:204(split)
       51    0.000    0.000    0.000    0.000 _internal.py:840(_ufunc_doc_signature_formatter)
       36    0.000    0.000    0.000    0.000 __init__.py:1866(find_distributions)
      304    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:43(<lambda>)
      215    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
       15    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
     1180    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
     1664    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 pyparsing.py:1836(__mul__)
       27    0.000    0.000    0.000    0.000 core.py:919(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:48(filter)
       15    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       58    0.000    0.000    0.000    0.000 pkgutil.py:402(get_importer)
       26    0.000    0.000    0.000    0.000 abc.py:135(<setcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       15    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       12    0.000    0.000    0.000    0.000 ntpath.py:539(abspath)
      430    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       44    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
      215    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1885(makeOptionalList)
       18    0.000    0.000    0.000    0.000 core.py:995(__init__)
      168    0.000    0.000    0.000    0.000 __init__.py:2518(key)
      504    0.000    0.000    0.000    0.000 event_handler.py:13(__init__)
       18    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
      273    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(find_spec)
        1    0.000    0.000    0.000    0.000 fnmatch.py:38(_compile_pattern)
        2    0.000    0.000    0.000    0.000 __init__.py:341(get_provider)
      546    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     1100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:2221(normalize_path)
      434    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
     1344    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:359(_get_scalar_type_map)
      122    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:370(<dictcomp>)
        1    0.000    0.000    0.000    0.000 colordict.py:21(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
      504    0.000    0.000    0.000    0.000 event_handler.py:164(receiveEvent)
     1004    0.000    0.000    0.000    0.000 utility.py:61(setInScene)
        2    0.000    0.000    0.000    0.000 __init__.py:1481(__init__)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3956(__init__)
        4    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
      516    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
       92    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
      305    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 numerictypes.py:593(_register_types)
     1970    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      275    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
      134    0.000    0.000    0.000    0.000 abc.py:180(__instancecheck__)
      374    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      503    0.000    0.000    0.000    0.000 component_entity_physics.py:350(getParticlePtrs)
      218    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       18    0.000    0.000    0.000    0.000 enum.py:462(_find_new_)
       12    0.000    0.000    0.000    0.000 ntpath.py:472(normpath)
      933    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1124(resource_exists)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1310(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(resource_stream)
       49    0.000    0.000    0.000    0.000 pyparsing.py:2785(__str__)
        2    0.000    0.000    0.000    0.000 __init__.py:1485(_setup_prefix)
      106    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       66    0.000    0.000    0.000    0.000 __init__.py:2259(yield_lines)
      437    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       99    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       24    0.000    0.000    0.000    0.000 __init__.py:2737(<listcomp>)
      157    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       43    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
        1    0.000    0.000    0.000    0.000 component_system.py:1(<module>)
      104    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:115(_add_aliases)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
      105    0.000    0.000    0.000    0.000 __init__.py:2666(__getattr__)
      287    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
      215    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
     1004    0.000    0.000    0.000    0.000 utility.py:56(isInScene)
       30    0.000    0.000    0.000    0.000 getlimits.py:42(<lambda>)
       10    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        4    0.000    0.000    0.000    0.000 six.py:91(__get__)
      294    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
       50    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
       10    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
        2    0.000    0.000    0.000    0.000 resource_management_scene.py:925(_createAtlas)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4409(delimitedList)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
       24    0.000    0.000    0.000    0.000 pyparsing.py:2772(parseImpl)
        2    0.000    0.000    0.000    0.000 component_scene_tilemap.py:377(createAtlas)
      105    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
   105/78    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 hermite_e.py:60(<module>)
       61    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
      122    0.000    0.000    0.000    0.000 __init__.py:420(<genexpr>)
       56    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
       39    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
      275    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
      503    0.000    0.000    0.000    0.000 component_entity_physics.py:38(setPosition)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3393(__str__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
      198    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
     1006    0.000    0.000    0.000    0.000 component_system.py:17(requestPointers)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
      503    0.000    0.000    0.000    0.000 component_entity_physics.py:42(setVelocity)
       39    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
      503    0.000    0.000    0.000    0.000 component_entity_physics.py:50(setOrientation)
