3
         812471 function calls (800302 primitive calls) in 77.448 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2486(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2565(Word)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3025(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3403(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3482(MatchFirst)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3751(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3777(NotAny)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4349(OnlyOnce)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 sprite.py:557(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 threading.py:1207(_DummyThread)
        5    0.000    0.000    0.000    0.000 datetime.py:308(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 actions.py:4(ActionBase)
        1    0.000    0.000    0.000    0.000 event.py:15(EventDefaultAction)
        1    0.000    0.000    0.000    0.000 event.py:22(EventNotifyMove)
        1    0.000    0.000    0.000    0.000 actors.py:9(ActorBase)
        1    0.000    0.000    0.000    0.000 scenery.py:95(Tilemap)
        3    0.000    0.000    0.000    0.000 __init__.py:418(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1186(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1651(ContextualZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1840(FileMetadata)
        4    0.000    0.000    0.000    0.000 __init__.py:2051(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 zipfile.py:1795(PyZipFile)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 subprocess.py:129(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 plistlib.py:109(Dict)
        1    0.000    0.000    0.000    0.000 plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:746(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 errors.py:90(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 parse.py:126(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:173(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:203(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:501(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:151(py_object)
        1    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1452(_FifoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2323(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2331(Empty)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2357(Literal)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2934(CharsNotIn)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3023(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3089(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3139(StringStart)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3420(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3913(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4237(Group)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4258(Dict)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:217(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 threading.py:449(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:890(_set_ident)
        1    0.000    0.000    0.000    0.000 actions.py:12(ActionMove)
        1    0.000    0.000    0.000    0.000 event.py:43(EventLoadLevel)
        1    0.000    0.000    0.000    0.000 game_level.py:195(GameCutscene)
        1    0.000    0.000    0.000    0.000 __init__.py:90(PEP440Warning)
        1    0.000    0.000    0.000    0.000 __init__.py:1879(PathMetadata)
        4    0.000    0.000    0.000    0.000 __init__.py:1922(register_finder)
        1    0.000    0.000    0.000    0.000 __init__.py:2759(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:2845(RequirementParseError)
        1    0.000    0.000    0.000    0.000 zipfile.py:691(_SharedFile)
        1    0.000    0.000    0.000    0.000 plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:87(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 parse.py:308(DefragResult)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 __init__.py:168(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:218(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:380(WinDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:402(OleDLL)
        2    0.000    0.000    0.000    0.000 pyparsing.py:643(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3063(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3119(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3154(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4181(_ForwardNoRecurse)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 compat.py:74(get_BytesIO)
        1    0.000    0.000    0.000    0.000 threading.py:720(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 actions.py:20(ActionColorSwap)
        1    0.000    0.000    0.000    0.000 event.py:27(EventSound)
        1    0.000    0.000    0.000    0.000 event.py:32(EventSong)
        1    0.000    0.000    0.000    0.000 event.py:37(EventSetInput)
        1    0.000    0.000    0.000    0.000 event.py:49(EventLoadMenu)
        1    0.000    0.000    0.000    0.000 event.py:54(EventLoadCutscene)
        1    0.000    0.000    0.000    0.000 actors.py:17(setPosition)
        1    0.000    0.000    0.000    0.000 game_level.py:107(loadGameEvents)
        1    0.000    0.000    0.000    0.000 game_level.py:180(GameMenu)
        1    0.000    0.000    0.000    0.000 game_level.py:202(LevelEvent)
        1    0.000    0.000    0.000    0.000 game_level.py:213(LevelTriggerTouch)
        1    0.000    0.000    0.000    0.000 __init__.py:325(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1166(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1538(EggProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1904(EggMetadata)
        2    0.000    0.000    0.000    0.000 __init__.py:1963(find_nothing)
        1    0.000    0.000    0.000    0.000 zipfile.py:43(BadZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:47(LargeZipFile)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:58(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:71(RegistryError)
        1    0.000    0.000    0.000    0.000 __init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 parse.py:134(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:316(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:340(ParseResultBytes)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:489(different_locale)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 version.py:36(InvalidVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:160(c_short)
        1    0.000    0.000    0.000    0.000 __init__.py:164(c_ushort)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_float)
        1    0.000    0.000    0.000    0.000 __init__.py:193(c_double)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_longdouble)
        1    0.000    0.000    0.000    0.000 __init__.py:207(c_longlong)
        1    0.000    0.000    0.000    0.000 __init__.py:211(c_ulonglong)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:389(HRESULT)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 pyparsing.py:160(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3056(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3172(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3192(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3343(_ErrorStop)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4342(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4323(Suppress)
        1    0.000    0.000    0.000    0.000 markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:31(UndefinedComparison)
        1    0.000    0.000    0.000    0.000 markers.py:44(SceneNode)
        1    0.000    0.000    0.000    0.000 markers.py:56(Variable)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 codecs.py:213(setstate)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 threading.py:1188(_MainThread)
        1    0.000    0.000    0.000    0.000 sound.py:7(SoundWrapper)
        1    0.000    0.000    0.000    0.000 game_level.py:110(loadActors)
        1    0.000    0.000    0.000    0.000 __init__.py:195(SetuptoolsVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:199(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:404(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:1006(_ReqExtras)
        1    0.000    0.000    0.000    0.000 __init__.py:1597(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:595(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 shutil.py:61(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:68(ReadError)
        1    0.000    0.000    0.000    0.000 subprocess.py:57(SubprocessError)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 socket.py:130(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 parse.py:321(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:327(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:335(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 calendar.py:141(setfirstweekday)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        1    0.000    0.000    0.000    0.000 markers.py:25(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:60(Value)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)


3
Y: -12
         3425882 function calls (3399259 primitive calls) in 39.388 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    114/1    0.004    0.000   39.389   39.389 {built-in method builtins.exec}
        1    0.042    0.042   39.389   39.389 main.py:5(<module>)
     2333    0.003    0.000   19.297    0.008 game.py:88(render)
     2333    0.029    0.000   19.294    0.008 render.py:89(render)
     2333   16.563    0.007   16.563    0.007 {method 'tick' of 'Clock' objects}
   405549   15.593    0.000   15.593    0.000 {method 'blit' of 'pygame.Surface' objects}
     4520    0.256    0.000   14.203    0.003 render.py:431(renderChangedPanorama)
     2333    2.439    0.001    2.439    0.001 {built-in method pygame.display.update}
     2295    0.036    0.000    2.374    0.001 render.py:166(updateAnimatedIndex)
     6780    0.111    0.000    2.274    0.000 render.py:662(addRenderBox_changedPanorama)
     2260    0.755    0.000    2.041    0.001 render.py:293(renderChangedLowerTile)
     7660    1.656    0.000    2.002    0.000 render.py:643(addChangedTilesFromRenderBox)
     2333    0.004    0.000    0.388    0.000 event.py:71(handleEvents)
        1    0.000    0.000    0.371    0.371 event.py:205(runLoadLevel)
        1    0.000    0.000    0.371    0.371 game.py:35(loadLevel)
  2531067    0.353    0.000    0.353    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.322    0.322 render.py:46(loadAssets)
       70    0.002    0.000    0.275    0.004 render.py:346(renderAllPanorama)
        3    0.002    0.001    0.271    0.090 render.py:867(loadPanorama)
    168/9    0.001    0.000    0.257    0.029 <frozen importlib._bootstrap>:966(_find_and_load)
    168/9    0.001    0.000    0.256    0.028 <frozen importlib._bootstrap>:936(_find_and_load_unlocked)
    161/9    0.001    0.000    0.253    0.028 <frozen importlib._bootstrap>:651(_load_unlocked)
    102/9    0.001    0.000    0.253    0.028 <frozen importlib._bootstrap_external>:672(exec_module)
    217/9    0.000    0.000    0.251    0.028 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        5    0.234    0.047    0.234    0.047 {built-in method pygame.imageext.load_extended}
        1    0.233    0.233    0.233    0.233 {built-in method pygame.base.init}
        1    0.016    0.016    0.217    0.217 {built-in method pygame.display.set_mode}
     2260    0.065    0.000    0.208    0.000 render.py:124(debug_drawRenderQ)
        1    0.000    0.000    0.199    0.199 pkgdata.py:18(<module>)
        1    0.000    0.000    0.197    0.197 __init__.py:16(<module>)
    50430    0.127    0.000    0.127    0.000 {built-in method pygame.draw.line}
    14301    0.017    0.000    0.123    0.000 render.py:746(addToRenderQueue)
34531/12071    0.104    0.000    0.104    0.000 render.py:759(boxesToAdd)
    30/17    0.000    0.000    0.101    0.006 {built-in method builtins.__import__}
     2260    0.027    0.000    0.097    0.000 render.py:319(renderChangedUpperTile)
     2333    0.079    0.000    0.079    0.000 {built-in method pygame.event.get}
       93    0.001    0.000    0.077    0.001 re.py:286(_compile)
       87    0.000    0.000    0.077    0.001 re.py:231(compile)
       83    0.000    0.000    0.075    0.001 sre_compile.py:557(compile)
        2    0.056    0.028    0.056    0.028 {method 'convert_alpha' of 'pygame.Surface' objects}
        1    0.000    0.000    0.051    0.051 render.py:842(loadTileMapImages)
  380/376    0.008    0.000    0.050    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.050    0.050 setup.py:10(soundPlayerFactory)
        1    0.000    0.000    0.049    0.049 requirements.py:4(<module>)
        1    0.000    0.000    0.048    0.048 game_level.py:33(loadLevel)
      189    0.046    0.000    0.048    0.000 render.py:695(addRenderBoxes_AnimatedLowerTiles)
        1    0.000    0.000    0.047    0.047 game_level.py:42(loadLevelData)
        4    0.026    0.007    0.044    0.011 sound.py:65(loadSound)
       35    0.018    0.001    0.040    0.001 render.py:240(renderAllLowerTile)
       83    0.000    0.000    0.038    0.000 sre_compile.py:542(_code)
      167    0.001    0.000    0.038    0.000 <frozen importlib._bootstrap>:870(_find_spec)
        1    0.000    0.000    0.037    0.037 __init__.py:25(<module>)
        2    0.000    0.000    0.036    0.018 __init__.py:3002(_call_aside)
        1    0.000    0.000    0.036    0.036 __init__.py:3017(_initialize_master_working_set)
       83    0.000    0.000    0.036    0.000 sre_parse.py:844(parse)
       14    0.000    0.000    0.036    0.003 __init__.py:687(add_entry)
       18    0.001    0.000    0.036    0.002 __init__.py:1996(find_on_path)
   911/83    0.007    0.000    0.035    0.000 sre_compile.py:64(_compile)
      154    0.000    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:1149(find_spec)
      9/8    0.000    0.000    0.035    0.004 <frozen importlib._bootstrap>:622(_load_backward_compatible)
        6    0.000    0.000    0.035    0.006 __init__.py:35(load_module)
      154    0.001    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:1117(_get_spec)
   335/83    0.001    0.000    0.034    0.000 sre_parse.py:407(_parse_sub)
   485/87    0.010    0.000    0.034    0.000 sre_parse.py:470(_parse)
        2    0.000    0.000    0.033    0.017 scenery.py:96(__init__)
        2    0.032    0.016    0.033    0.016 scenery.py:141(tilemapIndexToCoord)
      314    0.003    0.000    0.032    0.000 <frozen importlib._bootstrap_external>:1233(find_spec)
        3    0.030    0.010    0.030    0.010 {method 'convert' of 'pygame.Surface' objects}
       12    0.000    0.000    0.030    0.003 __init__.py:1970(_by_version_descending)
       12    0.001    0.000    0.030    0.003 {built-in method builtins.sorted}
      102    0.001    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:743(get_code)
        1    0.000    0.000    0.029    0.029 parser.py:5(<module>)
        1    0.000    0.000    0.029    0.029 feedparser.py:20(<module>)
  152/148    0.000    0.000    0.028    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
        4    0.000    0.000    0.028    0.007 log_errors.py:17(logError)
        4    0.027    0.007    0.027    0.007 {method 'close' of '_io.TextIOWrapper' objects}
      630    0.027    0.000    0.027    0.000 {built-in method nt.stat}
        1    0.000    0.000    0.026    0.026 _policybase.py:4(<module>)
      595    0.000    0.000    0.025    0.000 <frozen importlib._bootstrap_external>:75(_path_stat)
        1    0.000    0.000    0.025    0.025 pyparsing.py:61(<module>)
      626    0.001    0.000    0.024    0.000 __init__.py:1985(_by_version)
       27    0.000    0.000    0.024    0.001 pyparsing.py:2738(__init__)
    37/35    0.000    0.000    0.023    0.001 <frozen importlib._bootstrap_external>:919(create_module)
    37/35    0.021    0.001    0.023    0.001 {built-in method _imp.create_dynamic}
  239/186    0.000    0.000    0.021    0.000 <frozen importlib._bootstrap>:997(_handle_fromlist)
      626    0.001    0.000    0.020    0.000 __init__.py:1991(<listcomp>)
     1260    0.002    0.000    0.019    0.000 version.py:24(parse)
        1    0.000    0.000    0.019    0.019 specifiers.py:4(<module>)
        1    0.000    0.000    0.019    0.019 __init__.py:645(_build_master)
        1    0.000    0.000    0.019    0.019 __init__.py:632(__init__)
    37002    0.018    0.000    0.018    0.000 render.py:860(screenBoundryTop)
     3579    0.006    0.000    0.017    0.000 enum.py:801(__and__)
        1    0.000    0.000    0.017    0.017 utils.py:5(<module>)
       75    0.015    0.000    0.016    0.000 render.py:720(addRenderBoxes_AnimatedUpperTiles)
        1    0.000    0.000    0.016    0.016 specifiers.py:275(Specifier)
    30333    0.015    0.000    0.015    0.000 render.py:854(screenBoundryLeft)
        1    0.000    0.000    0.015    0.015 platform.py:10(<module>)
     2333    0.012    0.000    0.015    0.000 input.py:40(handleInputs)
     1254    0.001    0.000    0.014    0.000 version.py:74(__init__)
     7665    0.004    0.000    0.013    0.000 enum.py:265(__call__)
    20303    0.013    0.000    0.013    0.000 render.py:863(screenBoundryBottom)
        1    0.000    0.000    0.012    0.012 zipfile.py:5(<module>)
     1254    0.004    0.000    0.012    0.000 version.py:131(_legacy_cmpkey)
    20303    0.012    0.000    0.012    0.000 render.py:857(screenBoundryRight)
    11918    0.005    0.000    0.012    0.000 sre_parse.py:253(get)
       35    0.010    0.000    0.011    0.000 render.py:266(renderAllUpperTile)
      102    0.000    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:485(_compile_bytecode)
        1    0.000    0.000    0.011    0.011 pyparsing.py:5353(pyparsing_common)
      102    0.007    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:830(get_data)
        9    0.000    0.000    0.011    0.001 __init__.py:302(loads)
        9    0.000    0.000    0.011    0.001 decoder.py:334(decode)
      102    0.011    0.000    0.011    0.000 {built-in method marshal.loads}
        9    0.011    0.001    0.011    0.001 decoder.py:345(raw_decode)
     2333    0.011    0.000    0.011    0.000 {built-in method pygame.key.get_pressed}
        1    0.000    0.000    0.010    0.010 shutil.py:5(<module>)
        1    0.000    0.000    0.010    0.010 game.py:1(<module>)
      331    0.001    0.000    0.010    0.000 sre_compile.py:223(_compile_charset)
     4595    0.010    0.000    0.010    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.009    0.009 header.py:5(<module>)
        1    0.000    0.000    0.009    0.009 game_level.py:1(<module>)
        1    0.000    0.000    0.008    0.008 version.py:4(<module>)
      179    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:85(_path_is_mode_type)
      331    0.006    0.000    0.008    0.000 sre_compile.py:250(_optimize_charset)
    13263    0.008    0.000    0.008    0.000 sre_parse.py:232(__next)
      165    0.000    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
        1    0.000    0.000    0.007    0.007 event.py:199(runSong)
      2/1    0.000    0.000    0.007    0.007 sound.py:40(playSong)
        1    0.000    0.000    0.007    0.007 version.py:191(Version)
     3946    0.004    0.000    0.007    0.000 version.py:114(_parse_version_parts)
     7658    0.006    0.000    0.007    0.000 enum.py:515(__new__)
        1    0.000    0.000    0.006    0.006 __init__.py:9(<module>)
       12    0.000    0.000    0.005    0.000 pyparsing.py:4210(__init__)
        3    0.000    0.000    0.005    0.002 sound.py:20(loadSong)
      471    0.001    0.000    0.005    0.000 pyparsing.py:1144(copy)
    36/11    0.000    0.000    0.005    0.000 pyparsing.py:3702(leaveWhitespace)
        1    0.000    0.000    0.005    0.005 socket.py:47(<module>)
      117    0.001    0.000    0.005    0.000 event.py:78(runMove)
        9    0.000    0.000    0.005    0.001 __init__.py:357(namedtuple)
28490/28038    0.005    0.000    0.005    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.005    0.005 setup.py:1(<module>)
        1    0.000    0.000    0.005    0.005 plistlib.py:47(<module>)
       31    0.005    0.000    0.005    0.000 {built-in method nt.listdir}
      471    0.001    0.000    0.005    0.000 copy.py:66(copy)
15290/15289    0.004    0.000    0.005    0.000 {built-in method builtins.isinstance}
      102    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:840(path_stats)
      102    0.004    0.000    0.004    0.000 {method 'read' of '_io.FileIO' objects}
     1443    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
    61/11    0.000    0.000    0.004    0.000 pyparsing.py:3247(leaveWhitespace)
     3794    0.002    0.000    0.004    0.000 sre_parse.py:163(__getitem__)
   131/65    0.000    0.000    0.004    0.000 pyparsing.py:3322(copy)
        1    0.000    0.000    0.004    0.004 quoprimime.py:27(<module>)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
        1    0.000    0.000    0.004    0.004 appdirs.py:9(<module>)
      152    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:504(_init_module_attrs)
       24    0.000    0.000    0.004    0.000 pyparsing.py:1227(setParseAction)
       26    0.000    0.000    0.004    0.000 pyparsing.py:1016(_trim_arity)
       25    0.000    0.000    0.004    0.000 pyparsing.py:1024(extract_stack)
     1266    0.001    0.000    0.004    0.000 version.py:198(__init__)
     2260    0.003    0.000    0.004    0.000 render.py:584(renderChangedActors)
       25    0.000    0.000    0.004    0.000 traceback.py:196(extract_stack)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
