3
         812471 function calls (800302 primitive calls) in 77.448 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.004    0.004 sound.py:60(__init__)
17398/16946    0.003    0.000    0.003    0.000 {built-in method builtins.len}
      139    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:361(_get_cached)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3324(<listcomp>)
        4    0.000    0.000    0.003    0.001 database.py:6(queryDB)
        4    0.003    0.001    0.003    0.001 {method 'execute' of 'sqlite3.Connection' objects}
      632    0.001    0.000    0.003    0.000 ntpath.py:222(splitext)
     3338    0.002    0.000    0.003    0.000 version.py:65(_compare)
       61    0.000    0.000    0.003    0.000 pyparsing.py:3251(<listcomp>)
       13    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
        1    0.000    0.000    0.003    0.003 specifiers.py:214(LegacySpecifier)
     1443    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:59(<listcomp>)
       13    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1281(_fill_cache)
      147    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
       83    0.000    0.000    0.002    0.000 sre_compile.py:482(_compile_info)
        6    0.000    0.000    0.002    0.000 enum.py:602(_convert)
        1    0.002    0.002    0.002    0.002 {built-in method nt.open}
     1664    0.001    0.000    0.002    0.000 version.py:47(__lt__)
    16328    0.002    0.000    0.002    0.000 {method 'append' of 'list' objects}
     1674    0.001    0.000    0.002    0.000 version.py:53(__eq__)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4863(makeHTMLTags)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4834(_makeTags)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
      139    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1228(_get_spec)
      250    0.001    0.000    0.002    0.000 enum.py:795(__or__)
      632    0.001    0.000    0.002    0.000 genericpath.py:117(_splitext)
     2492    0.002    0.000    0.002    0.000 {built-in method builtins.getattr}
     1141    0.002    0.000    0.002    0.000 render.py:584(renderChangedActors)
      168    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:58(__init__)
      471    0.001    0.000    0.002    0.000 copy.py:268(_reconstruct)
        1    0.001    0.001    0.002    0.002 render.py:240(renderAllLowerTile)
1704/1695    0.002    0.000    0.002    0.000 {built-in method builtins.hasattr}
        7    0.000    0.000    0.002    0.000 enum.py:364(_create_)
     1254    0.002    0.000    0.002    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
      117    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4722(srange)
     2783    0.001    0.000    0.002    0.000 sre_parse.py:248(match)
       83    0.000    0.000    0.002    0.000 pyparsing.py:1780(__add__)
      134    0.000    0.000    0.002    0.000 pyparsing.py:3219(__init__)
        1    0.002    0.002    0.002    0.002 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.002    0.001 pyparsing.py:1571(parseString)
      205    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
       25    0.000    0.000    0.002    0.000 linecache.py:53(checkcache)
     1529    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
1826/1822    0.001    0.000    0.002    0.000 {method 'join' of 'str' objects}
      339    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
       84    0.000    0.000    0.001    0.000 pyparsing.py:3349(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
     1266    0.001    0.000    0.001    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
      285    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:78(acquire)
    106/2    0.001    0.000    0.001    0.001 pyparsing.py:1347(_parseNoCache)
     10/2    0.000    0.000    0.001    0.001 pyparsing.py:3356(parseImpl)
      152    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:318(__exit__)
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
      139    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
       18    0.000    0.000    0.001    0.000 abc.py:132(__new__)
        7    0.000    0.000    0.001    0.000 enum.py:124(__new__)
      168    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:151(__exit__)
       22    0.001    0.000    0.001    0.000 {built-in method nt._isdir}
      285    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:103(release)
     16/2    0.000    0.000    0.001    0.001 pyparsing.py:3696(parseImpl)
        2    0.000    0.000    0.001    0.001 pyparsing.py:3818(parseImpl)
     1615    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
     1142    0.001    0.000    0.001    0.000 {method 'clear' of 'list' objects}
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:3506(parseImpl)
     3447    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
       83    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
      337    0.001    0.000    0.001    0.000 pyparsing.py:1121(__init__)
      911    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.001    0.001 database.py:36(getTileMaps)
        1    0.000    0.000    0.001    0.001 game_level.py:113(loadBackgrounds)
     3109    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
     2396    0.001    0.000    0.001    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
       39    0.001    0.000    0.001    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.001    0.001 os.py:195(makedirs)
       13    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:728(create_module)
      370    0.001    0.000    0.001    0.000 sre_compile.py:388(_simple)
        1    0.000    0.000    0.001    0.001 encoder.py:2(<module>)
        2    0.001    0.000    0.001    0.000 scenery.py:170(makeTileListTuple)
      620    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x66EA2AB0}
      167    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:707(find_spec)
        1    0.000    0.000    0.001    0.001 database.py:52(getBackgrounds)
        1    0.001    0.001    0.001    0.001 {built-in method nt.mkdir}
       13    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
       49    0.000    0.000    0.001    0.000 pyparsing.py:1907(__or__)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:497(_code_to_bytecode)
     1191    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
     1340    0.001    0.000    0.001    0.000 sre_parse.py:171(append)
       11    0.000    0.000    0.001    0.000 genericpath.py:16(exists)
     2116    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        1    0.001    0.001    0.001    0.001 {built-in method marshal.dumps}
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        8    0.000    0.000    0.001    0.000 enum.py:758(_missing_)
        8    0.000    0.000    0.001    0.000 enum.py:765(_create_pseudo_member_)
        1    0.000    0.000    0.001    0.001 _numpysndarray.py:34(<module>)
       49    0.000    0.000    0.001    0.000 pyparsing.py:3499(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:2255(EntryPoint)
      471    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.001    0.001 _numpysurfarray.py:45(<module>)
       45    0.000    0.000    0.001    0.000 sre_compile.py:376(_mk_bitmap)
        6    0.000    0.000    0.001    0.000 __init__.py:2418(from_location)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3678(__init__)
        1    0.000    0.000    0.001    0.001 game_level.py:146(loadForegrounds)
        8    0.000    0.000    0.001    0.000 enum.py:837(_decompose)
     1343    0.001    0.000    0.001    0.000 sre_parse.py:159(__len__)
        6    0.000    0.000    0.001    0.000 enum.py:623(<listcomp>)
      168    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:143(__init__)
     1069    0.000    0.000    0.001    0.000 sre_compile.py:102(fixup)
        1    0.000    0.000    0.001    0.001 database.py:68(getForegrounds)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
        1    0.000    0.000    0.001    0.001 threading.py:1(<module>)
      164    0.000    0.000    0.001    0.000 sre_parse.py:294(_class_escape)
       16    0.000    0.000    0.001    0.000 pyparsing.py:1181(setResultsName)
      168    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:176(cb)
      203    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
     1896    0.001    0.000    0.001    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.001    0.000 __init__.py:2406(__init__)
  650/631    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.001    0.000 pyparsing.py:4640(originalTextFor)
      214    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      211    0.001    0.000    0.001    0.000 {method 'rsplit' of 'str' objects}
      911    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        2    0.000    0.000    0.001    0.000 pyparsing.py:2822(__init__)
       58    0.000    0.000    0.001    0.000 sre_parse.py:266(getuntil)
        1    0.000    0.000    0.001    0.001 __init__.py:1631(MemoizedZipManifests)
        1    0.000    0.000    0.001    0.001 pkgdata.py:34(getResource)
     1057    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 render.py:266(renderAllUpperTile)
      121    0.000    0.000    0.000    0.000 pyparsing.py:2327(__init__)
     1469    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       69    0.000    0.000    0.000    0.000 pyparsing.py:2371(__init__)
       83    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
     1085    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      147    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        2    0.000    0.000    0.000    0.000 abc.py:151(register)
     12/3    0.000    0.000    0.000    0.000 abc.py:194(__subclasscheck__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1836(__mul__)
     1664    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
     1455    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
       14    0.000    0.000    0.000    0.000 pyparsing.py:1985(__call__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1885(makeOptionalList)
      162    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
     20/4    0.000    0.000    0.000    0.000 pyparsing.py:3278(streamline)
       45    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
      945    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       13    0.000    0.000    0.000    0.000 ntpath.py:538(abspath)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        8    0.000    0.000    0.000    0.000 enum.py:855(<listcomp>)
      511    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       38    0.000    0.000    0.000    0.000 pyparsing.py:4189(__init__)
     2237    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      440    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      489    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:847(__exit__)
        3    0.000    0.000    0.000    0.000 __init__.py:2568(activate)
      154    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(find_spec)
      190    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
      838    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       83    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
      101    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      489    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:843(__enter__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3312(setResultsName)
     1674    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
       54    0.000    0.000    0.000    0.000 enum.py:70(__setitem__)
      130    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       82    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        1    0.000    0.000    0.000    0.000 __init__.py:2778(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(resource_stream)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3721(streamline)
       13    0.000    0.000    0.000    0.000 ntpath.py:471(normpath)
        4    0.000    0.000    0.000    0.000 database.py:12(closeDB)
      471    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
      102    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
      203    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        4    0.000    0.000    0.000    0.000 {method 'close' of 'sqlite3.Connection' objects}
      314    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
       12    0.000    0.000    0.000    0.000 {built-in method nt.access}
      176    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:1932(find_distributions)
      675    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        6    0.000    0.000    0.000    0.000 __init__.py:1380(safe_version)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 render.py:571(renderAllActors)
      102    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 warnings.py:119(filterwarnings)
        6    0.000    0.000    0.000    0.000 __init__.py:1372(safe_name)
       18    0.000    0.000    0.000    0.000 abc.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 colordict.py:21(<module>)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
        6    0.000    0.000    0.000    0.000 re.py:184(sub)
        1    0.000    0.000    0.000    0.000 __init__.py:1572(get_resource_stream)
       49    0.000    0.000    0.000    0.000 pyparsing.py:2785(__str__)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3956(__init__)
      470    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
      134    0.000    0.000    0.000    0.000 abc.py:178(__instancecheck__)
        1    0.000    0.000    0.000    0.000 tempfile.py:24(<module>)
       83    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      135    0.000    0.000    0.000    0.000 scenery.py:136(updateFrameIndex)
      945    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       30    0.000    0.000    0.000    0.000 __init__.py:2201(_normalize_cached)
       67    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.draw.rect}
        3    0.000    0.000    0.000    0.000 __init__.py:2563(_get_metadata)
        1    0.000    0.000    0.000    0.000 render.py:1(<module>)
     1789    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       54    0.000    0.000    0.000    0.000 ntpath.py:121(splitdrive)
      218    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        7    0.000    0.000    0.000    0.000 __init__.py:2196(normalize_path)
       88    0.000    0.000    0.000    0.000 enum.py:351(__setattr__)
        4    0.000    0.000    0.000    0.000 __init__.py:1563(_has)
        3    0.000    0.000    0.000    0.000 __init__.py:1461(has_metadata)
      154    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
       82    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
        1    0.000    0.000    0.000    0.000 pyparsing.py:4185(TokenConverter)
      152    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
      571    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      102    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
       14    0.000    0.000    0.000    0.000 pkgutil.py:402(get_importer)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4409(delimitedList)
      230    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:428(get_provider)
      600    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
       19    0.000    0.000    0.000    0.000 ntpath.py:199(split)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2724(Regex)
        1    0.000    0.000    0.000    0.000 __init__.py:1189(resource_exists)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
        4    0.000    0.000    0.000    0.000 six.py:91(__get__)
       24    0.000    0.000    0.000    0.000 pyparsing.py:2772(parseImpl)
      480    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
        2    0.000    0.000    0.000    0.000 __init__.py:1541(__init__)
      164    0.000    0.000    0.000    0.000 types.py:135(__get__)
    92/69    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:373(_calc_mode)
      152    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3393(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
        1    0.000    0.000    0.000    0.000 camera.py:1(<module>)
       39    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
       54    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       52    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_find_spec_legacy)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       11    0.000    0.000    0.000    0.000 ntpath.py:74(join)
        3    0.000    0.000    0.000    0.000 __init__.py:2649(insert_on)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3535(__str__)
        2    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
      166    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
       48    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
       84    0.000    0.000    0.000    0.000 enum.py:872(_power_of_two)
      146    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
      268    0.000    0.000    0.000    0.000 pyparsing.py:3229(<genexpr>)
        7    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
        1    0.000    0.000    0.000    0.000 input.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1545(_setup_prefix)
      370    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3810(__init__)
       21    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       11    0.000    0.000    0.000    0.000 functools.py:44(update_wrapper)
      170    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
      169    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
       21    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
       30    0.000    0.000    0.000    0.000 pyparsing.py:2701(__str__)
       30    0.000    0.000    0.000    0.000 codecs.py:318(decode)
      168    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      167    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
      187    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
      702    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
       40    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1800(__radd__)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       41    0.000    0.000    0.000    0.000 pyparsing.py:3398(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2004(suppress)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3894(__init__)
       12    0.000    0.000    0.000    0.000 version.py:343(_cmpkey)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1310(<setcomp>)
       10    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
       83    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:462(_find_new_)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
      105    0.000    0.000    0.000    0.000 pyparsing.py:2112(__str__)
        1    0.000    0.000    0.000    0.000 parameters.py:5(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 scenery.py:1(<module>)
       36    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        6    0.000    0.000    0.000    0.000 __init__.py:762(add)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4524(_escapeRegexRangeChars)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4742(<genexpr>)
       50    0.000    0.000    0.000    0.000 pyparsing.py:3540(<genexpr>)
       14    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       82    0.000    0.000    0.000    0.000 pyparsing.py:340(__new__)
       48    0.000    0.000    0.000    0.000 __init__.py:420(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4740(<lambda>)
       17    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
       45    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 _bootlocale.py:11(getpreferredencoding)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3351(<genexpr>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2666(parseImpl)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 __init__.py:1458(has_resource)
        1    0.000    0.000    0.000    0.000 actors.py:5(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:1522(_fn)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        7    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2020(setWhitespaceChars)
       75    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
        2    0.000    0.000    0.000    0.000 game.py:92(unloadScene)
        4    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        5    0.000    0.000    0.000    0.000 ntpath.py:240(dirname)
       16    0.000    0.000    0.000    0.000 __init__.py:2933(_find_adapter)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
      152    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
      183    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       64    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
        1    0.000    0.000    0.000    0.000 game_level.py:102(loadLevelEvents)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
      100    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
        1    0.000    0.000    0.000    0.000 __init__.py:3007(_initialize)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
        1    0.000    0.000    0.000    0.000 player_character.py:1(<module>)
      302    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      156    0.000    0.000    0.000    0.000 enum.py:592(name)
       15    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3057(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4251(__init__)
      105    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       68    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
        6    0.000    0.000    0.000    0.000 version.py:236(__str__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4716(<lambda>)
       75    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1979(__invert__)
      102    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
      281    0.000    0.000    0.000    0.000 pyparsing.py:2615(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
       12    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
      106    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       54    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
        3    0.000    0.000    0.000    0.000 scenery.py:39(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:415(__getattr__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3788(__init__)
      138    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       11    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.000    0.000 event.py:202(runSetInput)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3123(__init__)
       21    0.000    0.000    0.000    0.000 __init__.py:2477(key)
       54    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4740(<genexpr>)
