         29886883 function calls (25691561 primitive calls) in 26.698 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      702    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
       83    0.000    0.000    0.000    0.000 _bytes.py:47(as_8_bit)
        1    0.000    0.000    0.000    0.000 chebyshev.py:88(<module>)
       40    0.000    0.000    0.000    0.000 enum.py:20(_is_descriptor)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2004(suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1800(__radd__)
        1    0.000    0.000    0.000    0.000 texture_buffer_object.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      418    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:825(get_filename)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 draw_indirect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.000    0.000 core.py:6264(__new__)
       36    0.000    0.000    0.000    0.000 getlimits.py:69(<lambda>)
        8    0.000    0.000    0.000    0.000 core.py:8028(__init__)
        1    0.000    0.000    0.000    0.000 logs.py:6(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:1210(_fixupParents)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        4    0.000    0.000    0.000    0.000 vertex_array_object.py:12(_f)
        5    0.000    0.000    0.000    0.000 ES2_compatibility.py:12(_f)
        1    0.000    0.000    0.000    0.000 ES3_compatibility.py:1(<module>)
        1    0.000    0.000    0.000    0.000 copy_buffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:286(_add_types)
        1    0.000    0.000    0.000    0.000 base_instance.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        4    0.000    0.000    0.000    0.000 GL_1_2.py:12(_f)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3894(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.000    0.000 _arrayconstants.py:1(<module>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3398(<genexpr>)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:462(_find_new_)
       63    0.000    0.000    0.000    0.000 __init__.py:420(<genexpr>)
        1    0.000    0.000    0.000    0.000 multi_draw_indirect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _opaque.py:1(<module>)
        1    0.000    0.000    0.000    0.000 projection.py:1(<module>)
       12    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        3    0.000    0.000    0.000    0.000 os.py:672(__setitem__)
       89    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      578    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        8    0.000    0.000    0.000    0.000 core.py:8033(getdoc)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blend_func_extended.py:12(_f)
        2    0.000    0.000    0.000    0.000 __init__.py:415(__getattr__)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4524(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 texture_view.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       37    0.000    0.000    0.000    0.000 wrapper.py:337(setStoreValues)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 texture_buffer_range.py:1(<module>)
       50    0.000    0.000    0.000    0.000 pyparsing.py:3540(<genexpr>)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
        1    0.000    0.000    0.000    0.000 lazywrapper.py:1(<module>)
      418    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
       30    0.000    0.000    0.000    0.000 getlimits.py:26(_fr1)
        1    0.000    0.000    0.000    0.000 compressed_texture_pixel_storage.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4742(<genexpr>)
      304    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 wrapper.py:1(<module>)
        3    0.000    0.000    0.000    0.000 timer_query.py:12(_f)
        1    0.000    0.000    0.000    0.000 internalformat_query.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clear_buffer_object.py:1(<module>)
       82    0.000    0.000    0.000    0.000 pyparsing.py:340(__new__)
        7    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      312    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1202(<genexpr>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        6    0.000    0.000    0.000    0.000 core.py:1143(__init__)
        4    0.000    0.000    0.000    0.000 transform_feedback3.py:12(_f)
        1    0.000    0.000    0.000    0.000 texture_storage_multisample.py:1(<module>)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2666(parseImpl)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4740(<lambda>)
        3    0.000    0.000    0.000    0.000 texture_storage.py:12(_f)
        1    0.000    0.000    0.000    0.000 transform_feedback_instanced.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1572(get_resource_stream)
        1    0.000    0.000    0.000    0.000 wrapper.py:358(finalise)
      105    0.000    0.000    0.000    0.000 pyparsing.py:2112(__str__)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
      100    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 texture_cube_map_array.py:1(<module>)
       42    0.000    0.000    0.000    0.000 __init__.py:2477(key)
        7    0.000    0.000    0.000    0.000 enum.py:160(<setcomp>)
        1    0.000    0.000    0.000    0.000 win32.py:17(Win32Platform)
        1    0.000    0.000    0.000    0.000 enhanced_layouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lists.py:8(<module>)
      112    0.000    0.000    0.000    0.000 version.py:207(<genexpr>)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        1    0.000    0.000    0.000    0.000 numerictypes.py:121(<listcomp>)
       95    0.000    0.000    0.000    0.000 types.py:135(__get__)
        1    0.000    0.000    0.000    0.000 __init__.py:1458(has_resource)
        1    0.000    0.000    0.000    0.000 _datasource.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
       20    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
      404    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 tokenize.py:355(detect_encoding)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
       72    0.000    0.000    0.000    0.000 numerictypes.py:128(english_lower)
        1    0.000    0.000    0.000    0.000 locals.py:24(<module>)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2020(setWhitespaceChars)
       98    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
        1    0.000    0.000    0.000    0.000 gpu_shader5.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       75    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 quadrics.py:6(GLUQuadric)
       36    0.000    0.000    0.000    0.000 os.py:734(encodekey)
       64    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
      489    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.000    0.000 tessellation_shader.py:12(_f)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
       17    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
        3    0.000    0.000    0.000    0.000 get_program_binary.py:12(_f)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 plugins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texture_swizzle.py:1(<module>)
        3    0.000    0.000    0.000    0.000 base_instance.py:12(_f)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 copy_image.py:1(<module>)
       23    0.000    0.000    0.000    0.000 numerictypes.py:217(_evalname)
      110    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:1190(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2771(__new__)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 map_buffer_range.py:12(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:3007(_initialize)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
       83    0.000    0.000    0.000    0.000 __init__.py:123(WinFunctionType)
       12    0.000    0.000    0.000    0.000 __init__.py:1266(__init__)
       48    0.000    0.000    0.000    0.000 images.py:523(<listcomp>)
       18    0.000    0.000    0.000    0.000 __init__.py:2933(_find_adapter)
       47    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 core.py:2934(__array_finalize__)
      100    0.000    0.000    0.000    0.000 traceback.py:286(walk_stack)
       45    0.000    0.000    0.000    0.000 enum.py:872(_power_of_two)
       16    0.000    0.000    0.000    0.000 sre_compile.py:393(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 texture_gather.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _sitebuiltins.py:19(__call__)
        2    0.000    0.000    0.000    0.000 multi_draw_indirect.py:12(_f)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 provoking_vertex.py:12(_f)
        1    0.000    0.000    0.000    0.000 explicit_attrib_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:2889(<listcomp>)
        2    0.000    0.000    0.000    0.000 shader_image_load_store.py:12(_f)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3057(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4251(__init__)
       11    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 framebuffer_no_attachments.py:12(_f)
       26    0.000    0.000    0.000    0.000 __init__.py:2604(__getattr__)
        1    0.000    0.000    0.000    0.000 ctypesarrays.py:5(<module>)
        1    0.000    0.000    0.000    0.000 texture_buffer_object_rgb32.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(_construct_lookups)
        2    0.000    0.000    0.000    0.000 draw_indirect.py:12(_f)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4716(<lambda>)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
       44    0.000    0.000    0.000    0.000 six.py:105(__init__)
       75    0.000    0.000    0.000    0.000 traceback.py:239(__init__)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:28(_is_dunder)
        2    0.000    0.000    0.000    0.000 arrayprint.py:416(decorating_function)
        2    0.000    0.000    0.000    0.000 compute_shader.py:12(_f)
       12    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1979(__invert__)
      281    0.000    0.000    0.000    0.000 pyparsing.py:2615(<genexpr>)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3351(<genexpr>)
      105    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(__init__)
       16    0.000    0.000    0.000    0.000 __init__.py:2226(yield_lines)
       30    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:3(<module>)
        2    0.000    0.000    0.000    0.000 clear_buffer_object.py:12(_f)
       26    0.000    0.000    0.000    0.000 __init__.py:2209(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 _opaque.py:18(opaque_pointer_cls)
      100    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       60    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 occlusion_query2.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        2    0.000    0.000    0.000    0.000 transform_feedback_instanced.py:12(_f)
        1    0.000    0.000    0.000    0.000 _structures.py:4(<module>)
       40    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       17    0.000    0.000    0.000    0.000 _types.py:32(_defineType)
        2    0.000    0.000    0.000    0.000 texture_storage_multisample.py:12(_f)
       87    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       12    0.000    0.000    0.000    0.000 ctypeslib.py:331(prep_simple)
        6    0.000    0.000    0.000    0.000 __init__.py:2675(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3788(__init__)
        6    0.000    0.000    0.000    0.000 numeric.py:2460(seterr)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
      125    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 formathandler.py:4(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4740(<genexpr>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3976(__str__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
       10    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4173(copy)
        2    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
       28    0.000    0.000    0.000    0.000 <string>:12(__new__)
      130    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1949(timezone)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
      127    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
       54    0.000    0.000    0.000    0.000 enum.py:36(_is_sunder)
       30    0.000    0.000    0.000    0.000 numerictypes.py:444(_add_array_type)
        1    0.000    0.000    0.000    0.000 texture_rgb10_a2ui.py:1(<module>)
       50    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        3    0.000    0.000    0.000    0.000 pyparsing.py:3123(__init__)
        6    0.000    0.000    0.000    0.000 warnings.py:159(_add_filter)
        2    0.000    0.000    0.000    0.000 core.py:6429(__init__)
        2    0.000    0.000    0.000    0.000 os.py:678(__delitem__)
       37    0.000    0.000    0.000    0.000 functools.py:74(wraps)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 internalformat_query.py:12(_f)
        1    0.000    0.000    0.000    0.000 stencil_texturing.py:1(<module>)
       64    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
        3    0.000    0.000    0.000    0.000 datetime.py:1368(__new__)
        3    0.000    0.000    0.000    0.000 pathlib.py:390(_wrap_binary_strfunc)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       41    0.000    0.000    0.000    0.000 ntpath.py:33(_get_bothseps)
        3    0.000    0.000    0.000    0.000 ufunclike.py:14(_deprecate_out_named_y)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3740(__str__)
        1    0.000    0.000    0.000    0.000 shader_bit_encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 explicit_uniform_location.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:341(TestCase)
       38    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.000    0.000 core.py:3064(view)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
        1    0.000    0.000    0.000    0.000 map_buffer_alignment.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _errors.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1445(__init__)
        3    0.000    0.000    0.000    0.000 numeric.py:2857(__enter__)
       36    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3502(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1931(__xor__)
        5    0.000    0.000    0.000    0.000 re.py:249(escape)
        1    0.000    0.000    0.000    0.000 internalformat_query2.py:12(_f)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
       18    0.000    0.000    0.000    0.000 plugins.py:6(__init__)
        1    0.000    0.000    0.000    0.000 wrapper.py:394(finaliseCall)
        1    0.000    0.000    0.000    0.000 texture_query_lod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 glustruct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       89    0.000    0.000    0.000    0.000 baseplatform.py:112(wrapContextCheck)
        1    0.000    0.000    0.000    0.000 texture_buffer_object.py:12(_f)
       39    0.000    0.000    0.000    0.000 os.py:728(check_str)
        1    0.000    0.000    0.000    0.000 shader_atomic_counters.py:12(_f)
       10    0.000    0.000    0.000    0.000 ntpath.py:43(normcase)
        2    0.000    0.000    0.000    0.000 functools.py:479(decorating_function)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:21(<module>)
        1    0.000    0.000    0.000    0.000 texture_buffer_range.py:12(_f)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:736(exec_module)
       43    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
        1    0.000    0.000    0.000    0.000 shader_precision.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shading_language_packing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1026(Environment)
        1    0.000    0.000    0.000    0.000 copy_buffer.py:12(_f)
        1    0.000    0.000    0.000    0.000 copy_image.py:12(_f)
       21    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.empty}
        1    0.000    0.000    0.000    0.000 pyparsing.py:3417(__init__)
        1    0.000    0.000    0.000    0.000 arrays_of_arrays.py:1(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:757(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:339(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:429(_construct_char_code_lookup)
        5    0.000    0.000    0.000    0.000 getlimits.py:507(__init__)
        1    0.000    0.000    0.000    0.000 conservative_depth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texture_query_levels.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       24    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2335(__init__)
        1    0.000    0.000    0.000    0.000 texture_view.py:12(_f)
       65    0.000    0.000    0.000    0.000 pyparsing.py:2118(streamline)
       69    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        2    0.000    0.000    0.000    0.000 core.py:2908(_update_from)
        1    0.000    0.000    0.000    0.000 shader_storage_buffer_object.py:12(_f)
       57    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 sysfont.py:21(<module>)
       89    0.000    0.000    0.000    0.000 logs.py:75(logOnFail)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        2    0.000    0.000    0.000    0.000 os.py:720(<lambda>)
       90    0.000    0.000    0.000    0.000 enum.py:592(name)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 core.py:6282(__array_finalize__)
        1    0.000    0.000    0.000    0.000 shading_language_420pack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 robust_buffer_access_behavior.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
        1    0.000    0.000    0.000    0.000 fragment_layer_viewport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shader_image_size.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       35    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
        1    0.000    0.000    0.000    0.000 _lookupint.py:1(<module>)
       35    0.000    0.000    0.000    0.000 images.py:463(__init__)
        3    0.000    0.000    0.000    0.000 plugins.py:61(match)
        1    0.000    0.000    0.000    0.000 __init__.py:254(get_supported_platform)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3327(And)
      100    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       63    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3020(__init__)
        7    0.000    0.000    0.000    0.000 enum.py:310(__getattr__)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        1    0.000    0.000    0.000    0.000 numerictypes.py:380(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 __init__.py:1083(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 logs.py:43(_FullLoggedFunction)
       49    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       19    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        3    0.000    0.000    0.000    0.000 numeric.py:2862(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:769(__init__)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2710(charsAsStr)
       43    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
       12    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2011(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        5    0.000    0.000    0.000    0.000 datetime.py:278(_check_date_fields)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        8    0.000    0.000    0.000    0.000 core.py:2547(_arraymethod)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2390(parseImpl)
        4    0.000    0.000    0.000    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 _numpysndarray.py:34(<module>)
       37    0.000    0.000    0.000    0.000 arrayhelpers.py:150(__init__)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:602(PurePath)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:4(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3800(__str__)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
        1    0.000    0.000    0.000    0.000 sprite.py:613(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 win32.py:69(getExtensionProcedure)
        1    0.000    0.000    0.000    0.000 argparse.py:1050(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 arraysetops.py:27(<module>)
        4    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1606(Polynomial)
        7    0.000    0.000    0.000    0.000 enum.py:135(<dictcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:512(set)
       38    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
        6    0.000    0.000    0.000    0.000 numeric.py:2560(geterr)
        1    0.000    0.000    0.000    0.000 __init__.py:461(get_build_platform)
       84    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 tokenize.py:385(find_cookie)
        5    0.000    0.000    0.000    0.000 datetime.py:291(_check_time_fields)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
        4    0.000    0.000    0.000    0.000 __init__.py:214(_declare_state)
       28    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:2157(fixup_namespace_packages)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4849(<genexpr>)
        1    0.000    0.000    0.000    0.000 warnings.py:143(simplefilter)
        1    0.000    0.000    0.000    0.000 datetime.py:530(__neg__)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       46    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       34    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _iotools.py:489(StringConverter)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3962(parseImpl)
        1    0.000    0.000    0.000    0.000 threading.py:498(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
       12    0.000    0.000    0.000    0.000 __init__.py:1899(__init__)
       18    0.000    0.000    0.000    0.000 __init__.py:2922(_get_mro)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        7    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:336(timedelta)
       12    0.000    0.000    0.000    0.000 __init__.py:2395(<lambda>)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
       35    0.000    0.000    0.000    0.000 datetime.py:261(_check_int_field)
       41    0.000    0.000    0.000    0.000 lazywrapper.py:8(lazy)
        1    0.000    0.000    0.000    0.000 __init__.py:2402(Distribution)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
