         29886883 function calls (25691561 primitive calls) in 26.698 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      836    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        1    0.000    0.000    0.001    0.001 shader_image_load_store.py:54(<module>)
        1    0.000    0.000    0.001    0.001 framebuffer_object.py:1(<module>)
     1531    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:847(__exit__)
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:3696(parseImpl)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3818(parseImpl)
       45    0.000    0.000    0.001    0.000 GL_4_3.py:12(_f)
       49    0.000    0.000    0.001    0.000 pyparsing.py:1907(__or__)
      383    0.001    0.000    0.001    0.000 sre_compile.py:388(_simple)
        1    0.000    0.000    0.001    0.001 provoking_vertex.py:38(<module>)
     2846    0.001    0.000    0.001    0.000 {method 'index' of 'list' objects}
       14    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:728(create_module)
        1    0.000    0.000    0.001    0.001 tessellation_shader.py:78(<module>)
        1    0.000    0.000    0.001    0.001 explicit_attrib_location.py:18(<module>)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:3506(parseImpl)
        1    0.000    0.000    0.001    0.001 GL_4_2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
       14    0.001    0.000    0.001    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.001    0.001 acceleratesupport.py:1(<module>)
     1076    0.000    0.000    0.001    0.000 baseplatform.py:125(finalArgType)
     1531    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:843(__enter__)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
       46    0.000    0.000    0.001    0.000 GL_4_0.py:12(_f)
       47    0.000    0.000    0.001    0.000 GL_1_4.py:12(_f)
        1    0.000    0.000    0.001    0.001 invalidate_subdata.py:54(<module>)
        1    0.000    0.000    0.001    0.001 GL_1_5.py:1(<module>)
     1442    0.001    0.000    0.001    0.000 sre_parse.py:171(append)
     1215    0.001    0.000    0.001    0.000 sre_parse.py:285(tell)
        1    0.000    0.000    0.001    0.001 ES2_compatibility.py:15(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.001    0.001 base64mime.py:25(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:2255(EntryPoint)
       49    0.000    0.000    0.001    0.000 pyparsing.py:3499(__init__)
      681    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:416(parent)
     2145    0.001    0.000    0.001    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.001    0.001 shader_atomic_counters.py:51(<module>)
       89    0.000    0.000    0.001    0.000 sre_parse.py:828(fix_flags)
       46    0.000    0.000    0.001    0.000 GL_1_3.py:12(_f)
        1    0.000    0.000    0.001    0.001 encoders.py:5(<module>)
       19    0.000    0.000    0.001    0.000 GL_3_2.py:12(_f)
        1    0.000    0.000    0.001    0.001 vertex_array_object.py:22(<module>)
       12    0.000    0.000    0.001    0.000 __init__.py:2406(__init__)
       34    0.000    0.000    0.001    0.000 imaging.py:12(_f)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
        1    0.000    0.000    0.001    0.001 transform_feedback2.py:36(<module>)
      471    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
        2    0.000    0.000    0.001    0.000 util.py:55(find_library)
        1    0.000    0.000    0.001    0.001 getlimits.py:3(<module>)
        1    0.000    0.000    0.001    0.001 timer_query.py:32(<module>)
       38    0.000    0.000    0.001    0.000 vertex_type_2_10_10_10_rev.py:12(_f)
        6    0.000    0.000    0.001    0.000 enum.py:623(<listcomp>)
        1    0.000    0.000    0.001    0.001 datetime.py:5(<module>)
        1    0.000    0.000    0.001    0.001 get_program_binary.py:32(<module>)
        1    0.000    0.000    0.001    0.001 internalformat_query2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 occlusion_query2.py:18(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:4(<module>)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
       13    0.000    0.000    0.001    0.000 glunurbs.py:139(_callbackWithType)
       99    0.000    0.000    0.001    0.000 __init__.py:1832(getLogger)
  718/677    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
       47    0.000    0.000    0.001    0.000 sre_compile.py:376(_mk_bitmap)
        1    0.000    0.000    0.001    0.001 appdirs.py:9(<module>)
        1    0.000    0.000    0.001    0.001 sampler_objects.py:1(<module>)
       39    0.000    0.000    0.001    0.000 shader_objects.py:12(_f)
        1    0.000    0.000    0.001    0.001 multi_draw_indirect.py:23(<module>)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3678(__init__)
     2918    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
       13    0.000    0.000    0.001    0.000 baseplatform.py:279(copyBaseFunction)
     1153    0.000    0.000    0.001    0.000 sre_compile.py:102(fixup)
        1    0.000    0.000    0.001    0.001 exceptional.py:1(<module>)
      925    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
     2065    0.001    0.000    0.001    0.000 {built-in method nt.fspath}
        1    0.000    0.000    0.001    0.001 texture_query_lod.py:16(<module>)
        1    0.000    0.000    0.001    0.001 framebuffer_no_attachments.py:56(<module>)
        1    0.000    0.000    0.001    0.001 GL_3_1.py:1(<module>)
        1    0.000    0.000    0.001    0.001 compute_shader.py:47(<module>)
        1    0.000    0.000    0.001    0.001 ctypesloader.py:5(<module>)
       30    0.000    0.000    0.001    0.000 GL_1_1.py:13(_f)
       16    0.000    0.000    0.001    0.000 __init__.py:1380(safe_version)
     1372    0.000    0.000    0.001    0.000 sre_parse.py:159(__len__)
        1    0.000    0.000    0.001    0.001 fromnumeric.py:3(<module>)
       16    0.000    0.000    0.001    0.000 pyparsing.py:1181(setResultsName)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
       43    0.000    0.000    0.001    0.000 core.py:150(get_object_signature)
        1    0.000    0.000    0.001    0.001 internalformat_query.py:23(<module>)
      418    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
        1    0.000    0.000    0.001    0.001 map_buffer_range.py:36(<module>)
        1    0.000    0.000    0.001    0.001 vertex_attrib_binding.py:47(<module>)
        1    0.000    0.000    0.001    0.001 texture_storage.py:31(<module>)
       99    0.000    0.000    0.001    0.000 __init__.py:1159(getLogger)
        1    0.000    0.000    0.001    0.001 texture_cube_map_array.py:37(<module>)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 transform_feedback3.py:59(<module>)
     2918    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
       10    0.000    0.000    0.001    0.000 abc.py:151(register)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4640(originalTextFor)
      524    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:369(__init__)
       89    0.000    0.000    0.001    0.000 baseplatform.py:121(wrapLogging)
     1599    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
      418    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.001    0.001 base_instance.py:29(<module>)
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _glgets.py:1(<module>)
        1    0.000    0.000    0.001    0.001 clear_buffer_object.py:24(<module>)
        4    0.000    0.000    0.001    0.000 __init__.py:1470(get_metadata_lines)
       16    0.000    0.000    0.001    0.000 genericpath.py:27(isfile)
        4    0.000    0.000    0.001    0.000 __init__.py:1464(get_metadata)
        1    0.000    0.000    0.001    0.001 latebind.py:1(<module>)
    30/11    0.000    0.000    0.001    0.000 abc.py:194(__subclasscheck__)
     1312    0.001    0.000    0.001    0.000 __init__.py:37(types)
     3192    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.001    0.001 shader_storage_buffer_object.py:48(<module>)
       26    0.000    0.000    0.001    0.000 core.py:6550(__init__)
        1    0.000    0.000    0.001    0.001 texture_view.py:38(<module>)
        1    0.000    0.000    0.001    0.001 copy_buffer.py:16(<module>)
       10    0.000    0.000    0.001    0.000 __init__.py:1461(has_metadata)
        1    0.000    0.000    0.001    0.001 zipfile.py:5(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:476(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 draw_indirect.py:23(<module>)
     1196    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       26    0.000    0.000    0.000    0.000 core.py:6555(getdoc)
      227    0.000    0.000    0.000    0.000 wrapper.py:347(setReturnValues)
        1    0.000    0.000    0.000    0.000 texture_storage_multisample.py:23(<module>)
        1    0.000    0.000    0.000    0.000 texture_buffer_object_rgb32.py:16(<module>)
        1    0.000    0.000    0.000    0.000 enhanced_layouts.py:109(<module>)
       53    0.000    0.000    0.000    0.000 core.py:891(__init__)
        1    0.000    0.000    0.000    0.000 texture_rgb10_a2ui.py:20(<module>)
        1    0.000    0.000    0.000    0.000 compressed_texture_pixel_storage.py:33(<module>)
      836    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        6    0.000    0.000    0.000    0.000 __init__.py:2568(activate)
        1    0.000    0.000    0.000    0.000 __init__.py:1631(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 texture_buffer_range.py:21(<module>)
        1    0.000    0.000    0.000    0.000 texture_gather.py:18(<module>)
       22    0.000    0.000    0.000    0.000 debug.py:12(_f)
      148    0.000    0.000    0.000    0.000 sre_parse.py:294(_class_escape)
        1    0.000    0.000    0.000    0.000 shader_bit_encoding.py:17(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:5(<module>)
      501    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:780(find_spec)
       14    0.000    0.000    0.000    0.000 sampler_objects.py:12(_f)
        1    0.000    0.000    0.000    0.000 texture_buffer_object.py:41(<module>)
       62    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
        1    0.000    0.000    0.000    0.000 gpu_shader5.py:90(<module>)
        1    0.000    0.000    0.000    0.000 vertex_buffer_object.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ES3_compatibility.py:18(<module>)
        1    0.000    0.000    0.000    0.000 texture_swizzle.py:32(<module>)
     1616    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 texture_multisample.py:1(<module>)
        1    0.000    0.000    0.000    0.000 explicit_uniform_location.py:17(<module>)
     1069    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 copy_image.py:30(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1575(_get)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 shader_precision.py:18(<module>)
        1    0.000    0.000    0.000    0.000 transform_feedback_instanced.py:22(<module>)
      584    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 shading_language_420pack.py:51(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2822(__init__)
        1    0.000    0.000    0.000    0.000 shader_image_size.py:13(<module>)
     1924    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 argparse.py:62(<module>)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2371(__init__)
        1    0.000    0.000    0.000    0.000 gpu_shader_fp64.py:1(<module>)
      418    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.000    0.000 conservative_depth.py:25(<module>)
     1615    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
      126    0.000    0.000    0.000    0.000 ntpath.py:121(splitdrive)
      121    0.000    0.000    0.000    0.000 pyparsing.py:2327(__init__)
        1    0.000    0.000    0.000    0.000 shading_language_packing.py:29(<module>)
        1    0.000    0.000    0.000    0.000 texture_query_levels.py:32(<module>)
        1    0.000    0.000    0.000    0.000 shader_image_load_store.py:1(<module>)
       11    0.000    0.000    0.000    0.000 __init__.py:1563(_has)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:1985(__call__)
      515    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:707(find_spec)
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
       38    0.000    0.000    0.000    0.000 ntpath.py:74(join)
        1    0.000    0.000    0.000    0.000 extras.py:10(<module>)
        1    0.000    0.000    0.000    0.000 stencil_texturing.py:17(<module>)
       11    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       41    0.000    0.000    0.000    0.000 ntpath.py:199(split)
     20/4    0.000    0.000    0.000    0.000 pyparsing.py:3278(streamline)
      102    0.000    0.000    0.000    0.000 re.py:169(match)
       47    0.000    0.000    0.000    0.000 sre_compile.py:378(<listcomp>)
      481    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
      146    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.000    0.000 arrays_of_arrays.py:101(<module>)
        1    0.000    0.000    0.000    0.000 program_interface_query.py:1(<module>)
        1    0.000    0.000    0.000    0.000 map_buffer_alignment.py:16(<module>)
        1    0.000    0.000    0.000    0.000 robust_buffer_access_behavior.py:21(<module>)
        1    0.000    0.000    0.000    0.000 fragment_layer_viewport.py:22(<module>)
        1    0.000    0.000    0.000    0.000 GL_1_2.py:1(<module>)
       16    0.000    0.000    0.000    0.000 re.py:184(sub)
        1    0.000    0.000    0.000    0.000 win32.py:29(GLU)
      695    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:37(_relax_case)
        1    0.000    0.000    0.000    0.000 sndarray.py:45(<module>)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1310(<setcomp>)
     1693    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      418    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:800(__init__)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4189(__init__)
        1    0.000    0.000    0.000    0.000 GL_4_4.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:5(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method io.open}
        1    0.000    0.000    0.000    0.000 viewport_array.py:1(<module>)
       20    0.000    0.000    0.000    0.000 framebuffer_object.py:12(_f)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3312(setResultsName)
       19    0.000    0.000    0.000    0.000 nosetester.py:554(_numpy_tester)
       19    0.000    0.000    0.000    0.000 GL_1_5.py:12(_f)
        1    0.000    0.000    0.000    0.000 subprocess.py:42(<module>)
      536    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 vertex_attrib_64bit.py:1(<module>)
       29    0.000    0.000    0.000    0.000 ntpath.py:240(dirname)
        1    0.000    0.000    0.000    0.000 uniform_buffer_object.py:1(<module>)
       47    0.000    0.000    0.000    0.000 images.py:431(setDimensionsAsInts)
        1    0.000    0.000    0.000    0.000 tessellation_shader.py:1(<module>)
     1188    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
       39    0.000    0.000    0.000    0.000 functools.py:44(update_wrapper)
       54    0.000    0.000    0.000    0.000 enum.py:70(__setitem__)
      197    0.000    0.000    0.000    0.000 sre_parse.py:342(_escape)
        1    0.000    0.000    0.000    0.000 __init__.py:2778(DistInfoDistribution)
        6    0.000    0.000    0.000    0.000 getlimits.py:65(__init__)
       14    0.000    0.000    0.000    0.000 {built-in method nt.access}
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3721(streamline)
        1    0.000    0.000    0.000    0.000 pkgdata.py:34(getResource)
      471    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:302(_add_aliases)
       89    0.000    0.000    0.000    0.000 sre_parse.py:223(__init__)
       38    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
      677    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.time.Clock}
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       19    0.000    0.000    0.000    0.000 nosetester.py:157(__init__)
      732    0.000    0.000    0.000    0.000 {built-in method builtins.max}
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
     1280    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       18    0.000    0.000    0.000    0.000 gpu_shader_fp64.py:12(_f)
      325    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 shader_subroutine.py:1(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1836(__mul__)
        1    0.000    0.000    0.000    0.000 tess.py:12(GLUtesselator)
        5    0.000    0.000    0.000    0.000 enum.py:758(_missing_)
        7    0.000    0.000    0.000    0.000 sync.py:12(_f)
       25    0.000    0.000    0.000    0.000 abc.py:135(<setcomp>)
        5    0.000    0.000    0.000    0.000 enum.py:765(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 GL_2_1.py:1(<module>)
      501    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1200    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
      365    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      481    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        1    0.000    0.000    0.000    0.000 draw_elements_base_vertex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 colordict.py:21(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       51    0.000    0.000    0.000    0.000 _internal.py:715(_ufunc_doc_signature_formatter)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1885(makeOptionalList)
       12    0.000    0.000    0.000    0.000 __init__.py:1372(safe_name)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
       27    0.000    0.000    0.000    0.000 core.py:918(__init__)
        5    0.000    0.000    0.000    0.000 enum.py:837(_decompose)
        1    0.000    0.000    0.000    0.000 invalidate_subdata.py:1(<module>)
       56    0.000    0.000    0.000    0.000 __init__.py:2201(_normalize_cached)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3956(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:954(_register_types)
     1918    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 shader_atomic_counters.py:1(<module>)
       43    0.000    0.000    0.000    0.000 _inspect.py:98(getargspec)
      878    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       12    0.000    0.000    0.000    0.000 GL_3_1.py:12(_f)
       18    0.000    0.000    0.000    0.000 core.py:994(__init__)
       11    0.000    0.000    0.000    0.000 vertex_buffer_object.py:12(_f)
      271    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.add_docstring}
        1    0.000    0.000    0.000    0.000 ES2_compatibility.py:1(<module>)
       49    0.000    0.000    0.000    0.000 pyparsing.py:2785(__str__)
      134    0.000    0.000    0.000    0.000 abc.py:178(__instancecheck__)
        4    0.000    0.000    0.000    0.000 numeric.py:2882(extend_all)
      480    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
        1    0.000    0.000    0.000    0.000 transform_feedback2.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:2196(normalize_path)
       89    0.000    0.000    0.000    0.000 baseplatform.py:103(errorChecking)
      218    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        4    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
       12    0.000    0.000    0.000    0.000 GL_4_2.py:12(_f)
       16    0.000    0.000    0.000    0.000 __init__.py:1522(_fn)
        1    0.000    0.000    0.000    0.000 blend_func_extended.py:1(<module>)
       88    0.000    0.000    0.000    0.000 enum.py:351(__setattr__)
       16    0.000    0.000    0.000    0.000 __init__.py:1932(find_distributions)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 quadrics.py:1(<module>)
       89    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        1    0.000    0.000    0.000    0.000 vertex_attrib_binding.py:1(<module>)
       10    0.000    0.000    0.000    0.000 vertex_attrib_64bit.py:12(_f)
        1    0.000    0.000    0.000    0.000 compute_shader.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:2649(insert_on)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        4    0.000    0.000    0.000    0.000 six.py:91(__get__)
        9    0.000    0.000    0.000    0.000 ntpath.py:538(abspath)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
        2    0.000    0.000    0.000    0.000 __init__.py:428(get_provider)
        3    0.000    0.000    0.000    0.000 pointers.py:196(glDrawElementsTyped)
      142    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 draw_elements_base_vertex.py:12(_f)
       10    0.000    0.000    0.000    0.000 viewport_array.py:12(_f)
       28    0.000    0.000    0.000    0.000 version.py:343(_cmpkey)
        1    0.000    0.000    0.000    0.000 get_program_binary.py:1(<module>)
       50    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
       76    0.000    0.000    0.000    0.000 {built-in method numpy.core.multiarray.array}
        4    0.000    0.000    0.000    0.000 texture_multisample.py:12(_f)
        5    0.000    0.000    0.000    0.000 enum.py:855(<listcomp>)
        4    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 __init__.py:1189(resource_exists)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4409(delimitedList)
       26    0.000    0.000    0.000    0.000 numerictypes.py:230(bitname)
        2    0.000    0.000    0.000    0.000 __init__.py:1541(__init__)
      102    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
      285    0.000    0.000    0.000    0.000 arrayhelpers.py:88(asArrayType)
        8    0.000    0.000    0.000    0.000 shader_subroutine.py:12(_f)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(resource_stream)
        9    0.000    0.000    0.000    0.000 GL_4_4.py:12(_f)
        1    0.000    0.000    0.000    0.000 vertex_array_object.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
       24    0.000    0.000    0.000    0.000 pyparsing.py:2772(parseImpl)
        1    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
        1    0.000    0.000    0.000    0.000 provoking_vertex.py:1(<module>)
        9    0.000    0.000    0.000    0.000 datetime.py:355(__new__)
       49    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:927(exec_module)
       75    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        9    0.000    0.000    0.000    0.000 ntpath.py:471(normpath)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3393(__str__)
        1    0.000    0.000    0.000    0.000 shader_storage_buffer_object.py:1(<module>)
       63    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        9    0.000    0.000    0.000    0.000 extras.py:238(__init__)
        1    0.000    0.000    0.000    0.000 framebuffer_no_attachments.py:1(<module>)
        1    0.000    0.000    0.000    0.000 converters.py:1(<module>)
      124    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       12    0.000    0.000    0.000    0.000 __init__.py:762(add)
        7    0.000    0.000    0.000    0.000 uniform_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 timer_query.py:1(<module>)
       38    0.000    0.000    0.000    0.000 _inspect.py:67(getargs)
        7    0.000    0.000    0.000    0.000 transform_feedback2.py:12(_f)
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
    90/69    0.000    0.000    0.000    0.000 sre_compile.py:414(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 constant.py:1(<module>)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3535(__str__)
        9    0.000    0.000    0.000    0.000 extras.py:242(getdoc)
      268    0.000    0.000    0.000    0.000 pyparsing.py:3229(<genexpr>)
       53    0.000    0.000    0.000    0.000 sre_compile.py:441(_get_charset_prefix)
       35    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
        1    0.000    0.000    0.000    0.000 texture_storage.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1545(_setup_prefix)
       16    0.000    0.000    0.000    0.000 pkgutil.py:402(get_importer)
      169    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      170    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 map_buffer_range.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transform_feedback3.py:1(<module>)
      167    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      265    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      178    0.000    0.000    0.000    0.000 sre_compile.py:539(isstring)
        6    0.000    0.000    0.000    0.000 invalidate_subdata.py:12(_f)
      168    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 glunurbs.py:30(GLUnurbs)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
       31    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
      168    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2706(MaskedArray)
      481    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.000    0.000 numerictypes.py:452(_set_array_types)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3810(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:137(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2724(Regex)
       30    0.000    0.000    0.000    0.000 codecs.py:318(decode)
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:861(_find_spec_legacy)
        7    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
      100    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        6    0.000    0.000    0.000    0.000 vertex_attrib_binding.py:12(_f)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       30    0.000    0.000    0.000    0.000 pyparsing.py:2701(__str__)
       21    0.000    0.000    0.000    0.000 enum.py:417(_get_mixins_)
        6    0.000    0.000    0.000    0.000 program_interface_query.py:12(_f)
       16    0.000    0.000    0.000    0.000 version.py:236(__str__)
       10    0.000    0.000    0.000    0.000 __init__.py:176(environ_key)
        6    0.000    0.000    0.000    0.000 GL_2_1.py:12(_f)
      383    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
